#RA DEC XI ETA F475W F814W V VERR
11.096 41.606 0.309 0.338 25.078 21.111 -427.176 2.178 
11.133 41.566 0.336 0.298 25.428 21.38 -163.213 2.808 
11.209 41.6 0.393 0.331 24.778 21.103 -302.51 1.47 
11.224 41.605 0.405 0.337 24.649 21.385 -151.168 1.834 
11.234 41.608 0.412 0.34 25.972 21.43 -180.078 1.927 
11.228 41.607 0.407 0.339 24.685 21.228 -168.732 1.428 
11.23 41.605 0.409 0.337 24.842 21.301 -135.781 2.257 
11.243 41.608 0.419 0.34 25.803 21.654 -222.711 2.009 
11.22 41.601 0.402 0.333 25.572 21.355 -218.342 1.221 
11.231 41.604 0.41 0.336 24.6 21.081 -148.594 1.245 
11.2 41.602 0.386 0.334 25.556 21.401 -133.717 1.602 
11.199 41.602 0.386 0.334 24.924 21.867 -118.189 5.514 
11.204 41.592 0.39 0.323 25.289 21.359 -104.342 2.764 
11.136 41.57 0.338 0.301 23.169 20.818 -341.191 2.386 
11.168 41.544 0.362 0.276 24.026 21.229 -22.417 3.041 
11.124 41.554 0.33 0.286 25.004 21.373 -62.542 1.996 
11.142 41.564 0.343 0.295 23.24 20.726 -372.748 1.767 
11.103 41.57 0.314 0.301 23.331 20.655 -262.252 3.587 
11.102 41.57 0.313 0.301 25.115 21.192 -163.809 4.39 
11.146 41.551 0.346 0.283 23.444 21.351 -219.808 5.824 
11.104 41.567 0.315 0.298 23.889 21.326 -451.436 4.139 
11.077 41.56 0.295 0.291 23.736 20.81 -284.688 1.258 
11.067 41.551 0.287 0.283 23.656 20.938 -184.821 3.742 
11.057 41.571 0.279 0.303 23.923 21.062 19.861 2.879 
11.068 41.564 0.288 0.296 23.779 21.172 -65.269 2.317 
11.042 41.582 0.268 0.314 23.99 21.579 -388.403 3.586 
11.213 41.608 0.396 0.34 23.323 20.895 -87.305 4.074 
11.203 41.59 0.389 0.321 23.598 20.704 -314.917 1.667 
11.15 41.59 0.349 0.322 23.416 20.845 -241.736 1.663 
11.206 41.571 0.391 0.303 23.333 20.662 -447.138 1.923 
11.222 41.574 0.403 0.306 23.923 21.071 -366.935 1.576 
11.223 41.574 0.404 0.306 25.802 22.082 -213.418 5.806 
11.161 41.597 0.357 0.328 23.553 21.28 -225.327 3.73 
11.197 41.583 0.384 0.315 23.822 21.085 -272.302 2.184 
11.166 41.564 0.361 0.296 25.032 21.18 -70.409 2.043 
11.156 41.59 0.354 0.321 23.866 21.773 -385.298 4.178 
11.164 41.596 0.36 0.328 23.608 21.116 -131.941 2.639 
11.173 41.592 0.366 0.323 23.864 21.134 -497.353 1.856 
11.158 41.58 0.355 0.311 23.8 21.414 -63.937 2.86 
11.158 41.58 0.355 0.311 28.172 22.048 -111.863 4.329 
11.123 41.599 0.329 0.33 23.954 21.667 -575.775 4.326 
11.198 41.543 0.385 0.275 23.343 20.71 -425.706 2.503 
11.183 41.58 0.374 0.312 23.58 20.826 -285.708 1.797 
11.188 41.573 0.378 0.305 23.365 20.786 -202.491 2.331 
11.185 41.559 0.375 0.291 23.916 20.974 -359.873 1.918 
11.131 41.558 0.335 0.289 23.732 21.325 -364.855 3.536 
11.192 41.559 0.38 0.291 24.446 21.08 -162.306 1.528 
11.129 41.56 0.333 0.291 23.519 20.76 -582.005 1.742 
11.149 41.56 0.348 0.292 23.75 21.342 -425.552 3.58 
11.111 41.582 0.32 0.313 23.576 21.036 -31.569 1.63 
11.24 41.609 0.417 0.341 23.301 20.796 -344.314 1.469 
11.169 41.605 0.363 0.336 23.862 21.009 -54.58 1.188 
11.17 41.605 0.364 0.336 24.257 21.567 -469.402 2.829 
11.247 41.609 0.421 0.341 23.822 21.186 -170.049 2.082 
11.238 41.606 0.415 0.338 23.829 21.132 -138.191 2.038 
11.239 41.606 0.416 0.338 24.394 21.647 -333.647 3.089 
11.236 41.606 0.414 0.338 23.886 21.379 -160.242 2.501 
11.201 41.6 0.387 0.331 23.433 20.723 -4.289 1.898 
11.217 41.583 0.4 0.315 24.425 22.392 -74.249 7.029 
11.045 41.588 0.27 0.319 24.633 21.342 -119.572 2.866 
11.179 41.589 0.371 0.321 24.49 21.681 -126.186 4.148 
11.017 41.576 0.25 0.307 24.732 21.441 -28.074 1.969 
10.984 41.563 0.225 0.294 24.317 21.286 -139.36 3.653 
10.997 41.565 0.234 0.296 24.927 22.953 -149.863 3.228 
11.015 41.567 0.248 0.298 24.789 21.643 -120.481 3.031 
11.034 41.581 0.262 0.312 24.229 21.499 -323.254 5.016 
11.008 41.584 0.242 0.316 24.393 21.579 -83.683 3.012 
10.995 41.598 0.233 0.329 24.997 21.17 -252.459 1.856 
11.012 41.599 0.246 0.33 25.26 21.714 -208.567 3.222 
11.013 41.599 0.246 0.33 26.19 21.956 -44.525 7.132 
11.031 41.6 0.26 0.331 24.879 21.269 -134.761 1.695 
11.04 41.603 0.267 0.334 24.954 21.466 -140.53 1.209 
11.256 41.533 0.428 0.265 24.365 21.214 -122.271 1.46 
11.259 41.544 0.431 0.276 24.201 21.373 -176.644 1.889 
11.282 41.548 0.448 0.28 24.712 20.921 -158.839 1.475 
11.282 41.548 0.449 0.28 24.373 22.598 -216.807 5.881 
11.275 41.555 0.443 0.288 26.237 23.773 -274.042 7.877 
11.3 41.569 0.462 0.301 24.623 21.07 -130.057 1.952 
11.295 41.569 0.458 0.302 24.496 21.102 -108.186 2.097 
11.296 41.569 0.459 0.302 24.983 22.617 -468.738 5.256 
11.279 41.574 0.446 0.307 23.698 21.004 -151.629 1.764 
11.285 41.578 0.45 0.311 25.596 21.248 -199.927 2.372 
11.253 41.584 0.426 0.317 24.425 21.378 -154.634 1.815 
11.287 41.588 0.452 0.32 24.413 21.251 -49.838 2.567 
11.291 41.597 0.454 0.329 24.267 21.684 -119.596 2.504 
11.293 41.601 0.456 0.333 26.112 21.562 -379.649 3.692 
11.269 41.604 0.438 0.336 25.896 21.281 -257.963 4.545 
11.283 41.606 0.449 0.338 25.04 21.509 -102.423 3.743 
11.258 41.608 0.43 0.34 24.846 21.489 -41.762 2.631 
11.262 41.598 0.433 0.33 25.099 23.057 -141.011 3.729 
11.265 41.598 0.436 0.33 25.121 22.707 -164.312 6.458 
11.367 41.854 0.511 0.586 24.39 21.466 -73.008 2.002 
11.341 41.913 0.491 0.646 23.411 21.418 -73.185 1.778 
11.355 41.906 0.502 0.638 23.657 21.635 -60.548 1.812 
11.249 41.923 0.422 0.655 24.797 21.066 -184.561 1.103 
11.251 41.923 0.424 0.655 23.843 20.818 -113.637 0.892 
11.235 41.909 0.412 0.641 25.26 21.049 -219.432 1.455 
11.244 41.923 0.419 0.655 24.758 21.21 -123.861 1.138 
11.247 41.923 0.421 0.655 24.861 21.554 -108.081 1.467 
11.318 41.881 0.474 0.613 25.053 20.946 -29.079 1.748 
11.319 41.881 0.475 0.613 25.342 21.26 -152.915 2.823 
11.3 41.878 0.461 0.61 26.019 22.923 50.385 1.602 
11.301 41.878 0.461 0.61 26.17 23.939 -43.697 7.224 
11.321 41.877 0.476 0.61 24.813 21.05 -171.945 1.371 
11.219 41.892 0.4 0.624 24.582 20.787 -150.036 0.911 
11.236 41.872 0.413 0.604 24.755 21.146 -24.643 1.795 
11.215 41.878 0.397 0.61 25.341 21.324 -77.079 1.745 
11.231 41.892 0.409 0.624 25.137 21.109 -196.582 1.159 
11.207 41.888 0.391 0.62 25.466 21.424 -150.327 1.407 
11.206 41.888 0.39 0.62 27.647 22.488 -77.384 4.812 
11.216 41.886 0.398 0.618 24.763 21.365 -192.907 1.722 
11.222 41.884 0.402 0.616 24.666 21.301 -82.686 1.601 
11.234 41.878 0.411 0.61 25.578 21.624 -208.091 2.346 
11.241 41.886 0.416 0.618 24.451 21.486 -73.19 2.208 
11.242 41.872 0.418 0.604 24.746 21.217 -87.345 1.35 
11.327 41.924 0.481 0.656 24.59 20.813 -273.952 3.191 
11.368 41.898 0.512 0.631 25.372 21.098 -119.067 0.941 
11.385 41.893 0.524 0.626 25.183 21.224 -142.846 1.517 
11.361 41.935 0.506 0.668 25.912 21.44 -140.542 1.584 
11.39 41.913 0.528 0.646 25.011 21.024 -71.434 1.775 
11.388 41.912 0.526 0.645 24.801 21.216 -382.543 1.811 
11.381 41.899 0.521 0.632 24.876 21.389 -109.091 1.54 
11.347 41.874 0.496 0.606 25.983 21.254 -91.453 2.093 
11.33 41.91 0.483 0.643 24.956 21.252 -124.261 1.577 
11.373 41.909 0.515 0.642 24.793 21.234 -118.688 2.368 
11.373 41.909 0.515 0.642 24.74 21.198 -105.357 2.87 
11.392 41.909 0.529 0.642 25.09 21.339 -105.976 1.735 
11.394 41.909 0.531 0.642 24.83 22.114 -575.514 3.756 
11.389 41.912 0.527 0.645 25.73 21.548 -149.507 2.229 
11.32 41.922 0.475 0.655 25.062 21.279 -88.452 1.644 
11.336 41.925 0.488 0.658 24.7 21.301 -171.949 1.655 
11.35 41.908 0.498 0.641 25.531 21.216 -61.103 1.637 
11.36 41.9 0.505 0.633 25.155 21.348 -25.398 4.232 
11.342 41.872 0.492 0.605 25.104 21.522 -104.892 2.171 
11.372 41.888 0.514 0.621 25.463 21.242 -74.268 1.895 
11.364 41.93 0.508 0.663 25.677 21.521 -90.007 2.368 
11.338 41.902 0.489 0.635 25.073 21.495 -110.661 1.771 
11.315 41.908 0.472 0.64 24.707 21.563 -76.144 2.127 
11.351 41.88 0.499 0.613 24.869 21.439 -101.314 2.372 
11.324 41.917 0.478 0.65 24.886 21.152 -157.106 2.301 
11.344 41.915 0.493 0.648 26.317 21.638 -90.124 1.915 
11.339 41.919 0.49 0.651 24.628 21.531 22.274 2.172 
11.333 41.905 0.485 0.638 25.552 21.365 -59.537 2.545 
11.309 41.908 0.467 0.64 24.466 20.766 -561.981 1.411 
11.308 41.902 0.466 0.635 25.414 21.512 -157.865 1.373 
11.312 41.927 0.47 0.66 24.725 21.438 -74.551 1.519 
11.295 41.918 0.457 0.65 24.891 21.523 -202.648 2.8 
11.238 41.933 0.414 0.665 25.314 21.223 -202.201 2.568 
11.379 41.871 0.52 0.604 25.099 21.191 -142.262 1.566 
11.375 41.873 0.517 0.606 24.779 21.019 -91.264 1.115 
11.374 41.873 0.516 0.606 25.447 23.382 -85.832 17.729 
11.323 41.888 0.478 0.621 24.841 21.049 -259.95 1.496 
11.323 41.888 0.478 0.621 25.129 22.27 -454.852 8.292 
11.37 41.874 0.513 0.607 24.409 21.238 48.635 2.248 
11.376 41.884 0.518 0.616 24.869 21.476 -61.831 1.899 
11.311 41.902 0.469 0.634 24.952 21.746 6.911 1.373 
11.314 41.896 0.471 0.629 25.008 21.566 -83.491 2.15 
11.298 41.876 0.459 0.608 23.876 21.286 -171.079 1.44 
11.298 41.876 0.459 0.608 24.849 20.872 -94.454 1.061 
11.299 41.876 0.46 0.608 24.248 21.962 -116.791 3.446 
11.292 41.891 0.454 0.623 23.976 21.721 -57.982 2.115 
11.239 41.908 0.415 0.64 23.133 20.685 -122.56 0.681 
11.223 41.923 0.403 0.655 23.505 20.924 -180.05 1.199 
11.245 41.895 0.42 0.627 23.772 21.344 -98.044 1.652 
11.246 41.895 0.42 0.627 25.407 22.294 -32.123 4.267 
11.293 41.873 0.456 0.605 24.092 21.939 -53.732 3.217 
11.213 41.884 0.395 0.616 23.656 21.019 -453.856 1.205 
11.224 41.892 0.404 0.624 23.921 21.21 -121.997 1.642 
11.352 41.919 0.5 0.651 23.532 20.903 -129.165 1.38 
11.334 41.879 0.486 0.612 23.664 21.023 -35.971 1.33 
11.4 41.902 0.535 0.635 23.721 21.281 -186.566 3.403 
11.357 41.939 0.503 0.672 23.975 21.243 -27.215 2.262 
11.348 41.925 0.497 0.658 24.029 21.428 -89.728 1.63 
11.354 41.937 0.501 0.67 24.335 21.055 -154.804 1.329 
11.378 41.915 0.519 0.648 24.053 21.92 -487.547 3.995 
11.331 41.916 0.484 0.649 23.775 20.816 -206.512 1.086 
11.363 41.898 0.508 0.63 23.465 20.985 -295.887 1.826 
11.358 41.901 0.504 0.634 23.615 20.95 -321.442 1.739 
11.478 41.892 0.593 0.626 25.469 23.494 -246.956 3.191 
11.283 41.875 0.448 0.607 25.39 21.351 -59.721 1.179 
11.268 41.883 0.437 0.615 25.77 22.007 -98.323 2.524 
11.266 41.883 0.435 0.615 24.715 22.277 -114.013 3.589 
11.257 41.887 0.429 0.619 24.216 21.235 -58.781 1.218 
11.254 41.898 0.426 0.63 25.207 22.07 -73.809 2.171 
11.279 41.905 0.445 0.637 24.69 22.247 -94.313 2.785 
11.278 41.905 0.444 0.637 24.558 21.644 -129.945 2.002 
11.256 41.923 0.428 0.655 24.859 21.278 -134.542 1.678 
11.271 41.924 0.439 0.656 25.289 22.893 -125.334 6.433 
11.275 41.925 0.442 0.657 25.688 21.16 -143.899 3.703 
11.261 41.933 0.431 0.665 23.781 21.355 -113.417 1.478 
11.26 41.933 0.43 0.665 26.055 21.488 -129.822 1.83 
11.421 41.877 0.551 0.61 24.832 21.411 -26.952 1.684 
11.432 41.881 0.56 0.614 25.256 22.204 -72.336 3.117 
11.29 41.896 0.453 0.629 23.912 22.049 -104.639 2.443 
11.287 41.907 0.451 0.639 26.606 21.769 -53.585 8.057 
11.286 41.907 0.45 0.639 25.071 21.598 -74.064 1.453 
11.482 41.872 0.597 0.605 24.213 21.154 -115.135 1.839 
11.479 41.872 0.595 0.605 26.245 21.286 40.472 2.185 
11.478 41.872 0.594 0.605 25.061 21.149 -212.972 1.856 
11.455 41.895 0.576 0.629 25.527 21.595 -175.164 2.807 
11.456 41.898 0.578 0.632 23.072 21.066 -61.781 1.599 
11.457 41.898 0.578 0.632 23.923 22.117 -37.854 5.666 
11.453 41.905 0.575 0.639 25.722 21.375 -71.466 1.722 
11.463 41.913 0.583 0.647 24.41 21.512 -34.525 1.91 
11.466 41.913 0.584 0.647 24.81 21.255 -180.464 2.118 
11.465 41.913 0.584 0.647 24.173 21.755 -312.234 4.619 
11.41 41.914 0.543 0.647 24.409 21.724 -78.396 2.66 
11.409 41.914 0.542 0.647 25.06 22.414 -115.994 3.984 
11.406 41.919 0.54 0.652 24.935 22.189 -156.897 5.609 
11.429 41.924 0.557 0.657 25.279 21.113 -309.225 3.144 
11.431 41.924 0.558 0.657 24.704 21.816 -100.152 2.908 
11.459 41.931 0.579 0.664 26.171 21.58 -58.898 1.852 
11.402 41.932 0.537 0.665 24.955 21.393 -213.078 1.675 
11.402 41.932 0.536 0.665 23.975 21.561 -65.048 2.139 
11.45 41.933 0.573 0.666 24.783 21.702 -60.527 2.803 
11.451 41.933 0.574 0.666 24.532 21.392 -454.816 2.171 
11.445 41.937 0.569 0.67 24.865 22.097 -8.796 4.822 
11.44 41.937 0.566 0.67 24.785 21.342 -199.072 2.87 
11.442 41.937 0.566 0.67 26.13 21.606 -49.45 5.529 
11.436 41.944 0.562 0.677 24.223 21.288 -47.95 1.474 
11.424 41.911 0.554 0.644 26.176 21.352 -79.195 0.75 
11.404 41.915 0.538 0.648 24.936 21.245 -246.3 1.35 
11.484 41.895 0.598 0.629 25.075 21.114 -122.599 1.283 
11.448 41.932 0.571 0.666 24.275 21.859 -79.862 3.655 
11.447 41.932 0.571 0.666 25.696 22.069 -2.309 4.4 
11.438 41.882 0.564 0.615 26.242 22.044 -116.257 3.464 
11.138 41.871 0.34 0.603 24.927 20.957 -503.348 1.452 
11.197 41.874 0.384 0.606 24.355 21.779 -290.179 2.422 
11.179 41.882 0.37 0.614 24.937 21.082 -76.233 1.342 
11.189 41.884 0.378 0.616 24.41 21.122 -93.58 0.993 
11.124 41.888 0.329 0.619 25.548 21.211 -177.679 1.53 
11.123 41.888 0.328 0.62 24.874 21.266 -9.278 3.111 
11.202 41.89 0.387 0.622 24.414 21.613 -195.395 1.822 
11.204 41.89 0.389 0.622 24.868 21.702 -105.833 2.017 
11.149 41.893 0.348 0.625 24.6 21.093 -120.916 1.586 
11.217 41.896 0.399 0.628 25.297 21.647 -115.19 2.453 
11.163 41.901 0.358 0.632 24.005 21.486 -169.532 2.646 
11.198 41.906 0.385 0.638 24.727 21.759 -147.057 2.668 
11.177 41.91 0.368 0.642 25.798 21.16 17.711 1.097 
11.131 41.911 0.334 0.643 26.444 21.418 -83.608 1.52 
11.118 41.915 0.324 0.646 25.812 21.144 -119.429 3.402 
11.159 41.917 0.355 0.649 25.05 21.652 -121.069 2.691 
11.155 41.918 0.352 0.65 24.984 21.315 -27.702 1.54 
11.193 41.918 0.381 0.65 26.515 22.01 -53.295 3.522 
11.152 41.919 0.35 0.651 24.803 21.173 -125.36 1.446 
11.194 41.921 0.382 0.653 24.584 21.075 -77.007 1.171 
11.154 41.922 0.351 0.653 23.461 21.441 -242.225 3.6 
11.167 41.924 0.361 0.656 24.449 21.111 -78.786 1.454 
11.175 41.926 0.367 0.658 24.978 21.467 -128.192 1.686 
11.17 41.93 0.363 0.662 23.998 21.817 -87.54 4.789 
11.141 41.93 0.341 0.662 26.785 21.723 -27.902 3.007 
11.157 41.932 0.353 0.663 24.635 21.347 -126.321 1.348 
11.157 41.932 0.353 0.663 27.391 22.709 -130.967 6.256 
11.16 41.935 0.356 0.667 23.779 21.413 -164.363 4.572 
11.144 41.937 0.343 0.669 24.76 21.279 -24.576 1.636 
11.15 41.937 0.349 0.669 24.544 20.953 -118.049 1.126 
11.186 41.938 0.375 0.669 25.384 21.321 -1.741 2.044 
11.19 41.939 0.378 0.671 24.45 21.513 -93.285 1.709 
11.196 41.941 0.382 0.673 25.586 21.074 -188.491 2.003 
11.168 41.942 0.362 0.674 23.82 20.876 -90.379 1.001 
11.164 41.946 0.359 0.677 24.372 21.713 -149.832 1.907 
11.185 41.925 0.375 0.657 24.211 21.547 -152.866 1.924 
11.184 41.946 0.374 0.678 26.191 22.133 -120.769 6.363 
11.13 41.876 0.333 0.607 24.791 21.33 -174.141 1.739 
11.201 41.849 0.387 0.581 23.208 21.084 -126.578 1.189 
11.201 41.849 0.386 0.581 25.808 21.512 95.656 1.57 
11.372 41.831 0.515 0.563 23.257 20.959 -97.071 1.085 
11.366 41.876 0.51 0.609 22.851 20.952 -29.072 2.766 
11.243 41.844 0.418 0.576 24.673 21.146 -131.21 1.504 
11.246 41.813 0.42 0.545 24.958 20.873 -90.525 1.087 
11.233 41.834 0.41 0.566 24.735 20.88 -68.976 1.193 
11.213 41.834 0.395 0.566 25.101 21.146 -141.783 1.016 
11.209 41.855 0.393 0.587 25.299 21.008 -112.457 2.179 
11.226 41.851 0.406 0.583 24.961 21.287 -175.156 2.53 
11.219 41.832 0.4 0.564 24.703 21.061 -73.341 1.644 
11.218 41.832 0.4 0.564 24.904 22.983 -121.964 13.788 
11.231 41.844 0.409 0.576 25.965 21.154 -51.963 3.21 
11.234 41.849 0.411 0.581 24.994 21.021 -167.541 2.263 
11.235 41.849 0.412 0.581 24.466 21.095 -50.638 1.274 
11.216 41.842 0.398 0.574 25.932 21.471 -1.416 2.763 
11.216 41.842 0.398 0.574 27.032 21.64 -204.878 5.533 
11.24 41.806 0.416 0.538 23.803 20.979 -12.814 1.324 
11.208 41.848 0.392 0.58 24.848 21.553 -116.086 2.05 
11.223 41.835 0.403 0.567 25.683 21.385 -36.26 1.344 
11.217 41.83 0.399 0.562 24.807 21.415 -81.812 2.098 
11.244 41.808 0.419 0.54 24.587 21.355 -305.8 3.161 
11.22 41.827 0.401 0.559 25.569 21.191 -78.792 1.319 
11.229 41.841 0.408 0.573 25.383 21.316 -114.186 1.299 
11.222 41.843 0.402 0.575 25.61 21.652 -139.116 2.44 
11.211 41.836 0.394 0.568 25.216 21.578 -152.38 2.049 
11.322 41.849 0.477 0.581 24.509 20.89 -129.965 1.136 
11.323 41.849 0.478 0.581 24.725 22.223 -104.626 6.508 
11.317 41.85 0.474 0.582 24.739 20.884 -161.668 3.004 
11.356 41.863 0.503 0.595 25.621 21.156 -164.743 2.962 
11.348 41.853 0.497 0.586 24.878 21.022 -88.641 1.362 
11.338 41.86 0.489 0.593 24.589 21.022 -60.535 1.515 
11.347 41.862 0.496 0.595 24.986 21.056 -83.619 2.253 
11.327 41.836 0.481 0.569 24.965 21.405 -109.523 1.817 
11.358 41.85 0.504 0.583 24.689 21.283 -110.564 1.911 
11.352 41.864 0.5 0.596 24.956 21.149 -43.857 1.852 
11.35 41.839 0.498 0.572 24.14 21.197 -70.988 1.137 
11.299 41.847 0.46 0.579 24.575 21.037 -58.389 1.477 
11.311 41.85 0.469 0.583 24.606 21.262 -141.781 1.879 
11.3 41.854 0.461 0.586 25.299 21.388 -110.941 1.679 
11.296 41.854 0.458 0.586 25.074 21.603 -82.155 2.693 
11.29 41.842 0.453 0.574 25.493 22.98 -200.581 4.579 
11.249 41.849 0.423 0.581 26.445 21.507 2.278 1.58 
11.241 41.853 0.417 0.585 25.209 21.465 -44.881 1.72 
11.297 41.825 0.459 0.558 24.763 20.877 -132.319 1.433 
11.334 41.807 0.486 0.539 24.702 21.011 -1.683 1.559 
11.361 41.837 0.507 0.57 25.3 21.327 -122.18 1.797 
11.362 41.837 0.507 0.57 27.272 22.508 -118.731 6.594 
11.302 41.83 0.462 0.562 25.115 21.449 -89.537 1.589 
11.336 41.84 0.488 0.572 25.056 21.151 48.804 1.241 
11.342 41.814 0.492 0.547 25.017 21.212 -72.782 1.826 
11.341 41.815 0.491 0.547 24.881 21.12 -94.851 2.397 
11.319 41.832 0.475 0.565 24.622 21.167 24.066 1.618 
11.312 41.844 0.47 0.577 24.491 21.213 -61.53 2.486 
11.321 41.82 0.476 0.552 25.143 21.367 -127.612 3.5 
11.363 41.838 0.508 0.571 24.971 21.195 -15.802 1.749 
11.345 41.815 0.495 0.547 25.802 21.438 -185.162 1.86 
11.33 41.825 0.483 0.558 23.755 20.615 -26.842 1.223 
11.308 41.817 0.467 0.549 24.61 21.237 -200.453 1.372 
11.31 41.835 0.468 0.567 25.562 21.397 -66.536 2.132 
11.329 41.831 0.482 0.564 24.761 21.162 -111.114 2.575 
11.351 41.813 0.499 0.546 25.528 21.348 -5.018 2.289 
11.331 41.814 0.484 0.547 24.664 21.363 -52.986 2.116 
11.359 41.821 0.505 0.554 25.694 21.302 -65.359 1.88 
11.333 41.83 0.485 0.562 25.685 21.631 -73.962 3.257 
11.339 41.819 0.49 0.552 26.033 21.436 -112.363 2.67 
11.376 41.826 0.518 0.559 27.078 21.711 -177.214 3.779 
11.314 41.82 0.471 0.552 24.983 21.531 -100.256 2.916 
11.304 41.831 0.464 0.563 25.935 21.565 -78.529 2.6 
11.225 41.861 0.404 0.593 24.802 21.0 -141.685 1.192 
11.228 41.859 0.407 0.591 25.82 21.377 -101.299 1.59 
11.237 41.854 0.413 0.586 24.765 21.26 -151.957 0.915 
11.236 41.854 0.413 0.586 24.978 22.265 -187.106 6.231 
11.248 41.855 0.422 0.587 24.904 21.277 -166.749 1.652 
11.248 41.855 0.421 0.587 25.569 21.464 -206.294 5.195 
11.375 41.874 0.517 0.606 24.459 20.883 -283.369 1.756 
11.355 41.867 0.502 0.599 25.203 21.101 -104.844 2.886 
11.378 41.86 0.519 0.592 25.196 21.281 -89.934 3.983 
11.368 41.859 0.511 0.591 24.478 21.031 -184.342 1.425 
11.373 41.868 0.516 0.601 25.331 21.161 -106.106 3.297 
11.381 41.868 0.521 0.601 25.704 21.289 -97.633 2.42 
11.382 41.872 0.522 0.605 25.319 21.761 -114.769 2.166 
11.383 41.872 0.523 0.605 23.07 20.806 -230.563 3.441 
11.391 41.864 0.529 0.596 24.564 21.404 -86.14 3.023 
11.393 41.865 0.53 0.598 24.586 21.528 -72.898 1.896 
11.393 41.865 0.531 0.598 26.178 23.171 -39.303 18.012 
11.214 41.832 0.397 0.564 24.008 20.795 -19.663 0.946 
11.238 41.826 0.414 0.558 24.142 21.651 -564.531 3.406 
11.205 41.845 0.39 0.577 24.624 21.626 -29.903 2.553 
11.326 41.852 0.48 0.585 23.865 21.209 -293.183 2.562 
11.303 41.851 0.463 0.584 23.652 20.942 -80.866 1.227 
11.306 41.838 0.465 0.57 23.726 21.246 -106.439 1.832 
11.365 41.829 0.509 0.562 24.029 21.755 -72.771 6.48 
11.316 41.806 0.473 0.538 24.081 21.796 -176.025 2.762 
11.369 41.83 0.513 0.562 24.203 22.006 -75.754 2.241 
11.379 41.874 0.52 0.607 23.717 21.356 -259.941 2.123 
11.427 41.869 0.556 0.602 26.203 23.684 -104.496 8.132 
11.261 41.796 0.432 0.529 25.065 21.146 -123.778 1.219 
11.262 41.796 0.432 0.529 25.019 22.52 -96.116 2.578 
11.259 41.796 0.43 0.529 24.654 21.513 18.927 3.303 
11.277 41.798 0.444 0.53 25.055 21.54 -135.19 2.451 
11.278 41.798 0.444 0.53 26.017 21.609 -206.972 2.517 
11.254 41.818 0.427 0.55 24.314 21.598 -26.102 2.539 
11.134 41.848 0.336 0.58 24.225 21.088 -138.217 1.211 
11.17 41.813 0.363 0.545 24.962 21.409 -153.382 1.082 
11.27 41.81 0.438 0.542 25.114 21.812 -185.494 3.06 
11.27 41.81 0.439 0.542 25.157 22.791 -51.222 7.163 
11.399 41.814 0.535 0.547 25.558 21.939 -119.329 2.572 
11.257 41.815 0.429 0.547 24.008 21.134 -41.952 1.598 
11.258 41.815 0.429 0.547 25.154 22.519 -110.267 11.506 
11.264 41.824 0.433 0.557 24.843 21.308 -80.242 1.835 
11.263 41.824 0.433 0.557 25.218 22.798 -151.399 11.667 
11.286 41.828 0.45 0.56 24.927 21.394 -69.369 1.334 
11.281 41.828 0.447 0.56 24.615 20.914 -40.172 1.226 
11.274 41.837 0.441 0.57 23.859 20.695 -44.694 0.94 
11.266 41.844 0.435 0.576 23.485 20.988 -106.685 4.385 
11.272 41.847 0.44 0.58 25.316 22.609 -156.949 3.501 
11.395 41.804 0.532 0.537 24.073 21.825 -6.272 3.408 
11.457 41.798 0.578 0.532 23.949 21.298 -88.808 1.894 
11.456 41.798 0.578 0.531 24.715 21.976 -89.112 5.552 
11.465 41.801 0.584 0.534 23.948 21.498 -532.093 3.396 
11.464 41.801 0.584 0.534 25.695 22.011 -72.937 4.735 
11.424 41.801 0.554 0.534 26.589 21.391 -453.982 1.669 
11.423 41.801 0.553 0.534 25.186 21.348 -26.187 1.832 
11.442 41.801 0.567 0.535 24.303 21.387 -249.638 2.53 
11.409 41.804 0.542 0.537 24.328 21.761 -102.995 3.431 
11.461 41.805 0.581 0.539 24.447 20.966 -50.85 1.43 
11.407 41.807 0.541 0.54 24.782 21.129 -68.024 1.786 
11.438 41.808 0.564 0.541 26.475 21.607 -173.711 1.938 
11.437 41.808 0.563 0.541 24.572 22.3 -50.358 9.763 
11.452 41.808 0.574 0.541 24.315 21.289 -398.254 1.653 
11.469 41.809 0.588 0.542 24.04 20.772 -59.389 1.84 
11.434 41.813 0.562 0.546 24.704 21.13 -96.551 1.037 
11.436 41.813 0.563 0.546 25.399 21.681 57.787 3.444 
11.418 41.82 0.549 0.553 25.291 21.098 -88.532 1.222 
11.466 41.834 0.585 0.567 24.383 21.451 4.927 2.666 
11.443 41.835 0.568 0.569 25.763 21.524 -130.746 1.624 
11.449 41.839 0.572 0.572 24.302 21.04 -214.319 1.58 
11.45 41.839 0.573 0.572 25.044 21.651 -87.463 3.107 
11.412 41.839 0.544 0.572 24.015 21.077 -59.35 1.495 
11.459 41.84 0.58 0.573 23.733 21.149 -59.726 1.216 
11.454 41.841 0.576 0.574 24.17 21.059 -321.408 1.269 
11.455 41.841 0.577 0.574 24.035 21.655 -454.607 3.176 
11.447 41.843 0.571 0.576 24.557 21.338 -86.534 1.86 
11.423 41.847 0.553 0.58 24.974 22.314 -37.259 6.237 
11.403 41.849 0.538 0.582 25.893 21.285 -96.771 3.443 
11.417 41.853 0.548 0.586 24.574 21.727 -34.115 2.442 
