#RA DEC XI ETA F475W F814W V VERR
11.499 41.948 0.609 0.682 22.494 20.155 -68.486 6.368 
11.45 41.953 0.573 0.686 25.438 19.92 -49.597 3.159 
11.48 41.953 0.595 0.687 24.459 20.26 -213.843 5.934 
11.465 41.956 0.584 0.689 25.903 20.8 -39.334 10.553 
11.526 41.957 0.629 0.691 23.58 20.306 -71.568 6.893 
11.492 41.959 0.604 0.692 26.085 20.15 -48.939 7.162 
11.474 41.961 0.59 0.695 25.307 20.82 -73.104 9.049 
11.569 41.965 0.662 0.699 25.3 19.801 -96.159 0.987 
11.464 41.968 0.583 0.701 24.982 20.414 -67.532 9.481 
11.464 41.968 0.583 0.701 24.982 20.414 -83.436 -299800.0 
11.44 41.973 0.565 0.707 25.236 20.725 -37.269 8.732 
11.528 41.976 0.631 0.709 22.416 19.682 -155.481 8.664 
11.52 41.978 0.625 0.712 23.752 20.204 -84.238 -299800.0 
11.5 41.98 0.61 0.714 21.551 19.773 -26.008 12.788 
11.443 41.981 0.567 0.714 26.294 20.516 -130.975 4.486 
11.52 41.982 0.625 0.716 25.156 20.138 -48.499 5.622 
11.56 41.982 0.655 0.716 25.167 20.217 -139.995 3.837 
11.506 41.983 0.614 0.716 22.504 20.018 -61.548 3.815 
11.264 41.985 0.434 0.717 26.239 20.815 -58.557 15.303 
11.539 41.986 0.639 0.72 24.873 20.712 -46.08 13.225 
11.564 41.987 0.658 0.721 22.324 19.399 -89.976 9.892 
11.564 41.987 0.658 0.721 22.324 19.399 -75.02 5.857 
11.56 41.998 0.655 0.732 24.156 19.9 -126.413 1.489 
11.226 42.0 0.405 0.732 23.737 20.423 -151.831 6.125 
11.403 42.002 0.537 0.735 22.075 19.483 -50.7 9.167 
11.574 42.002 0.666 0.736 27.912 21.46 4.147 10.201 
11.458 42.003 0.578 0.736 25.472 20.318 -150.035 2.367 
11.446 42.015 0.57 0.749 23.847 20.02 -68.768 6.131 
11.251 42.02 0.423 0.752 25.606 20.952 -31.166 5.546 
11.335 42.026 0.486 0.758 27.77 21.678 -107.529 13.141 
11.245 42.038 0.419 0.77 25.248 20.352 -101.608 3.962 
11.234 42.048 0.411 0.78 23.779 20.239 -156.935 8.482 
11.893 42.148 0.903 0.885 23.335 19.538 -34.603 2.455 
11.901 42.16 0.909 0.897 23.855 20.224 -56.597 10.968 
11.794 42.163 0.828 0.9 25.035 20.753 -108.812 2.254 
11.698 42.166 0.757 0.901 23.813 20.381 -137.15 10.614 
11.834 42.168 0.859 0.905 23.241 19.678 -93.573 4.911 
11.855 42.172 0.875 0.909 24.324 20.139 -48.838 6.307 
11.884 42.177 0.896 0.914 22.767 19.908 -13.965 4.412 
11.83 42.179 0.855 0.915 25.271 20.659 -61.713 4.199 
11.922 42.18 0.924 0.917 25.101 20.276 -74.958 3.543 
11.784 42.181 0.821 0.917 25.275 20.192 -93.232 3.749 
11.925 42.187 0.927 0.924 25.364 20.306 -94.47 4.633 
11.794 42.187 0.829 0.924 25.377 20.551 -73.321 4.381 
11.776 42.188 0.815 0.924 25.586 20.141 -7.783 3.088 
11.758 42.189 0.802 0.925 22.542 19.307 -6.213 2.277 
11.934 42.191 0.933 0.928 25.708 20.495 -96.665 5.383 
11.881 42.193 0.894 0.93 22.245 20.022 -82.137 2.436 
11.859 42.194 0.877 0.931 24.559 20.114 -24.962 3.373 
11.752 42.195 0.797 0.93 26.311 20.845 2.681 5.983 
11.728 42.196 0.779 0.931 24.718 20.475 -41.322 5.309 
11.864 42.196 0.881 0.933 25.609 20.92 -420.376 3.5 
11.736 42.198 0.785 0.934 23.482 19.977 -11.155 2.659 
11.707 42.198 0.764 0.934 23.025 19.24 -42.383 3.799 
11.694 42.2 0.754 0.935 23.687 20.392 -62.276 3.524 
11.808 42.201 0.839 0.937 23.999 19.348 -101.818 1.887 
11.81 42.201 0.84 0.937 26.251 20.627 -31.108 5.84 
11.825 42.203 0.851 0.94 22.462 20.306 -78.242 3.555 
11.774 42.212 0.814 0.948 25.543 20.601 -22.756 3.314 
11.669 42.213 0.735 0.948 25.231 19.712 -64.214 2.058 
11.712 42.213 0.768 0.948 25.823 20.852 -274.719 5.059 
11.612 42.217 0.693 0.952 21.558 18.61 -51.742 0.736 
11.737 42.221 0.786 0.956 24.999 20.128 -44.122 2.654 
11.723 42.221 0.775 0.956 23.387 19.346 -94.287 1.748 
11.789 42.221 0.825 0.957 24.811 20.023 -126.483 2.753 
11.791 42.221 0.826 0.957 23.379 20.098 -59.829 7.451 
11.581 42.232 0.669 0.966 25.248 20.736 -111.579 6.226 
11.631 42.202 0.707 0.936 21.131 18.785 -88.959 1.914 
11.666 42.18 0.733 0.915 22.291 19.867 -50.064 3.455 
11.8 42.108 0.834 0.844 25.176 19.714 -84.195 10.645 
11.806 42.11 0.838 0.846 24.402 20.12 -21.06 4.392 
11.877 42.11 0.891 0.847 22.335 20.264 -137.366 3.165 
11.797 42.118 0.831 0.854 22.376 19.594 -116.878 1.953 
11.874 42.121 0.889 0.858 23.279 20.385 -5.632 5.788 
11.833 42.121 0.858 0.858 25.515 20.518 -268.774 4.181 
11.91 42.128 0.915 0.865 22.681 20.278 -55.797 9.75 
11.814 42.131 0.844 0.867 26.494 20.649 -55.008 6.114 
11.78 42.131 0.818 0.867 21.02 18.302 -72.942 0.73 
11.9 42.133 0.909 0.87 23.529 19.394 -154.636 0.616 
11.782 42.136 0.82 0.872 26.267 20.234 -47.048 -299800.0 
11.924 42.14 0.926 0.877 23.596 19.37 -107.219 3.324 
11.824 42.14 0.851 0.877 24.512 20.72 -117.886 11.827 
11.902 42.147 0.91 0.885 24.381 19.931 -66.108 0.732 
11.764 42.149 0.807 0.885 24.844 20.29 -58.74 4.147 
11.865 42.157 0.882 0.894 25.657 20.435 -54.219 5.548 
11.867 42.158 0.883 0.895 25.199 20.367 -205.645 5.223 
11.794 42.163 0.829 0.899 26.35 20.485 -50.402 16.025 
11.69 42.166 0.751 0.901 25.691 20.689 -92.913 8.569 
11.835 42.17 0.859 0.906 26.278 20.617 -150.224 5.283 
11.802 42.172 0.835 0.908 24.411 20.207 -178.647 3.238 
11.795 42.174 0.829 0.91 23.051 20.023 -33.264 3.531 
11.605 42.145 0.687 0.879 23.154 19.721 -13.765 5.477 
11.568 41.902 0.661 0.636 25.384 20.293 -99.151 3.486 
11.584 41.917 0.673 0.651 24.075 20.421 -41.8 6.123 
11.541 41.918 0.641 0.652 23.991 20.586 -68.709 5.933 
11.608 41.92 0.691 0.654 23.481 19.436 -113.02 1.041 
11.553 41.922 0.65 0.656 27.968 21.364 -58.733 6.28 
11.626 41.929 0.704 0.664 24.017 20.251 -177.004 7.198 
11.546 41.936 0.645 0.67 27.964 21.182 -56.287 1.472 
11.518 41.937 0.624 0.67 24.988 20.424 -34.424 3.835 
11.57 41.947 0.662 0.681 25.262 20.589 -110.208 3.616 
11.572 41.947 0.664 0.682 26.714 20.167 -91.802 -299800.0 
11.602 41.948 0.687 0.682 24.807 20.653 -76.798 5.566 
11.546 41.949 0.644 0.683 25.359 20.557 -106.392 4.302 
11.593 41.952 0.68 0.687 24.846 20.127 -65.168 5.019 
11.567 41.953 0.66 0.687 25.6 20.69 -73.385 4.954 
11.559 41.955 0.654 0.689 23.91 19.401 -126.704 2.098 
11.526 41.956 0.63 0.689 23.947 19.661 -80.184 0.427 
11.497 41.962 0.607 0.695 24.283 20.128 -38.414 5.219 
11.536 41.967 0.637 0.701 27.55 21.33 -102.212 3.212 
11.516 41.967 0.622 0.701 26.166 20.668 -141.085 4.237 
11.553 41.976 0.65 0.71 23.185 19.564 -26.993 2.471 
11.503 41.977 0.612 0.711 21.98 20.121 -31.013 2.114 
11.483 41.979 0.598 0.712 23.537 20.36 -70.386 3.378 
11.514 41.979 0.621 0.713 24.419 20.417 -47.199 4.324 
11.481 41.982 0.596 0.715 23.606 20.041 -19.28 2.434 
11.471 41.992 0.588 0.725 23.762 20.095 -13.583 3.489 
11.535 41.994 0.636 0.728 23.608 19.711 -87.433 2.874 
11.506 41.995 0.615 0.728 28.86 21.093 -42.394 4.458 
11.457 41.995 0.578 0.729 24.419 20.246 -99.2 3.565 
11.541 41.997 0.641 0.731 23.993 20.353 -417.283 5.932 
11.529 42.0 0.632 0.734 27.902 20.802 -57.056 5.713 
11.53 42.005 0.632 0.739 26.467 20.694 -136.164 3.128 
11.445 42.006 0.569 0.739 22.911 20.031 -24.33 2.552 
11.496 42.01 0.606 0.744 23.697 20.576 -99.471 3.196 
11.462 42.011 0.581 0.744 23.739 19.272 -304.392 2.864 
11.503 42.011 0.612 0.744 25.765 20.477 47.133 3.68 
11.504 42.014 0.612 0.748 22.681 19.899 -51.096 3.916 
11.477 42.017 0.592 0.75 24.721 19.926 -85.932 1.91 
11.428 42.017 0.556 0.75 24.029 19.897 -83.537 2.729 
11.523 42.018 0.627 0.751 26.474 20.817 -67.511 4.355 
11.448 42.019 0.571 0.752 23.971 20.215 -30.85 2.965 
11.412 42.025 0.544 0.758 24.022 20.252 -50.734 2.953 
11.457 42.028 0.577 0.761 22.688 20.476 -88.994 2.472 
11.441 42.032 0.566 0.765 23.662 20.025 -82.709 2.493 
11.411 42.032 0.543 0.765 25.409 20.281 -116.689 3.69 
11.377 42.034 0.518 0.767 21.317 18.393 -48.386 0.52 
11.475 42.034 0.591 0.767 26.567 20.469 -202.369 3.779 
11.443 42.034 0.567 0.768 24.793 20.447 -152.471 3.854 
11.425 42.035 0.553 0.768 24.298 20.672 -135.555 3.59 
11.384 42.035 0.523 0.768 23.232 19.887 -31.193 2.212 
11.452 42.037 0.574 0.77 23.003 19.576 -89.066 1.48 
11.392 42.047 0.529 0.78 25.785 20.984 -75.559 5.472 
11.445 42.049 0.569 0.782 24.31 20.564 -31.6 5.464 
11.491 42.052 0.603 0.785 24.673 20.638 -54.439 4.99 
11.417 42.052 0.548 0.785 24.494 20.725 -19.923 4.703 
11.418 42.054 0.549 0.787 25.165 20.766 -161.484 3.844 
11.429 42.055 0.557 0.788 24.665 20.746 -135.945 4.769 
11.463 42.056 0.582 0.789 22.918 19.457 -51.964 3.214 
11.36 42.057 0.505 0.79 25.73 19.82 -52.357 2.064 
11.411 42.06 0.543 0.793 24.313 19.769 -178.248 0.424 
11.46 42.067 0.58 0.8 23.857 20.431 -5.2 2.382 
11.35 42.072 0.497 0.805 23.022 20.424 -118.441 2.434 
11.369 42.072 0.511 0.805 23.569 20.236 -112.645 2.789 
11.35 42.075 0.497 0.808 24.312 19.938 -90.707 4.004 
11.44 42.076 0.565 0.809 23.346 20.3 -47.325 2.948 
11.422 42.082 0.551 0.816 24.806 20.23 -7.714 0.611 
11.376 42.086 0.517 0.819 25.157 20.273 -435.703 2.887 
11.375 42.086 0.516 0.819 25.262 20.75 -1.35 3.811 
11.42 42.087 0.55 0.82 24.377 20.312 -69.668 3.302 
11.43 42.089 0.557 0.822 25.438 20.231 -38.625 2.387 
11.402 42.089 0.536 0.822 23.02 20.003 -59.148 1.811 
11.394 42.09 0.53 0.823 27.92 21.129 -106.22 3.18 
11.434 42.099 0.56 0.832 25.771 20.538 -5.296 3.481 
11.386 42.11 0.525 0.843 25.615 20.848 -154.593 3.95 
11.359 42.11 0.504 0.842 24.538 20.074 -133.374 2.937 
11.393 42.11 0.529 0.843 22.188 19.399 -597.7 1.877 
11.4 42.112 0.534 0.845 24.117 19.955 -121.208 4.212 
11.399 42.116 0.534 0.849 25.024 20.38 21.856 3.81 
11.376 42.116 0.517 0.849 23.784 19.841 -120.091 0.743 
11.395 42.12 0.531 0.853 24.652 20.661 -275.798 4.939 
11.385 42.12 0.523 0.853 28.186 21.647 -135.759 7.32 
11.546 42.133 0.644 0.867 22.164 19.748 -37.155 2.55 
11.581 42.138 0.67 0.872 22.162 19.294 -51.348 1.505 
11.563 42.141 0.656 0.875 25.647 20.018 -35.326 0.787 
11.556 42.143 0.651 0.877 26.867 20.867 -76.07 3.072 
11.533 42.149 0.634 0.882 23.425 20.393 -69.663 3.098 
11.553 42.153 0.649 0.887 25.974 20.165 -135.254 0.908 
11.555 42.158 0.65 0.892 24.715 20.761 -49.176 6.388 
11.526 42.158 0.629 0.892 22.548 19.459 -44.504 1.657 
11.622 42.178 0.7 0.912 27.955 21.217 -15.343 8.767 
11.582 42.19 0.67 0.924 28.859 21.611 20.062 6.801 
11.582 42.19 0.67 0.924 28.859 21.611 -120.142 8.873 
11.672 42.206 0.738 0.941 27.869 21.483 -48.24 6.835 
11.593 42.207 0.678 0.941 30.131 21.803 -93.619 5.213 
11.698 42.222 0.757 0.958 22.229 19.54 -31.253 1.216 
11.755 42.226 0.8 0.961 27.987 21.088 -78.677 4.402 
11.717 42.228 0.771 0.963 28.093 21.861 -440.189 10.834 
11.742 42.228 0.79 0.963 24.355 19.776 -86.455 0.44 
11.633 42.23 0.708 0.964 28.051 21.077 -43.212 3.457 
11.732 42.23 0.782 0.965 23.758 19.585 -29.954 7.93 
11.684 42.242 0.746 0.978 24.262 20.523 -35.581 3.437 
11.764 42.244 0.806 0.98 23.856 19.917 -174.471 5.357 
11.811 42.244 0.841 0.98 25.713 20.481 3.936 6.439 
11.731 42.25 0.781 0.986 27.75 21.138 -88.279 3.195 
11.72 42.251 0.773 0.987 23.422 20.471 -138.014 4.304 
11.752 42.252 0.797 0.988 25.892 20.658 -60.432 4.154 
11.813 42.252 0.843 0.989 26.16 20.834 -78.101 4.942 
11.781 42.264 0.819 1.0 25.294 20.217 -41.39 3.945 
11.726 42.266 0.778 1.002 22.837 20.453 -94.463 2.6 
11.714 42.272 0.768 1.008 24.379 20.072 -204.525 2.752 
11.598 42.11 0.683 0.845 24.068 19.465 -69.291 9.724 
11.622 42.12 0.701 0.854 23.232 20.06 -47.677 4.608 
11.579 42.143 0.669 0.877 24.441 20.13 -92.9 1.393 
11.683 42.177 0.746 0.912 27.505 21.488 -16.935 8.918 
11.73 42.183 0.781 0.919 27.648 21.342 -29.48 5.121 
11.743 42.183 0.791 0.919 27.699 20.867 4.673 10.529 
11.758 42.196 0.802 0.932 25.56 20.603 -116.601 5.569 
11.758 42.202 0.802 0.937 23.749 20.0 -40.566 3.592 
11.768 42.203 0.809 0.939 25.385 20.904 -118.366 8.403 
11.694 42.203 0.754 0.938 23.665 20.583 -58.172 5.577 
11.798 42.208 0.832 0.944 24.544 19.917 -16.982 4.898 
11.685 42.208 0.747 0.943 24.076 19.666 -121.683 4.063 
11.796 42.209 0.83 0.945 25.894 20.267 -43.787 6.409 
11.773 42.21 0.813 0.946 28.451 21.254 -7.252 6.298 
11.793 42.214 0.828 0.95 28.623 21.333 -68.323 6.213 
11.8 42.214 0.833 0.95 22.341 19.837 -65.747 2.044 
11.68 42.214 0.743 0.95 26.028 20.853 -76.331 6.052 
11.774 42.215 0.813 0.951 26.429 20.823 -49.513 5.673 
11.693 42.221 0.753 0.957 26.074 20.537 -5.867 3.801 
11.712 42.226 0.767 0.962 23.216 20.446 -143.741 5.37 
11.733 42.227 0.783 0.962 22.435 20.381 -30.691 5.96 
11.794 42.231 0.828 0.967 23.904 20.433 -195.194 3.647 
11.824 42.231 0.85 0.968 26.874 21.303 -298.863 4.902 
11.822 42.236 0.85 0.973 22.975 19.116 -108.66 0.362 
11.804 42.238 0.836 0.974 23.876 19.588 -93.567 2.712 
11.781 42.238 0.819 0.974 25.14 20.162 -35.945 0.659 
11.718 42.238 0.772 0.974 24.805 20.032 -32.375 3.173 
11.726 42.241 0.778 0.977 24.616 19.962 -92.789 7.458 
11.718 42.243 0.772 0.979 26.787 21.021 -361.781 4.686 
11.826 42.244 0.853 0.98 22.631 20.419 -81.085 4.44 
11.816 42.245 0.845 0.981 22.795 20.433 -84.859 3.518 
11.736 42.246 0.785 0.982 23.573 20.34 -59.369 3.776 
11.838 42.248 0.861 0.985 22.131 19.664 -78.722 2.06 
11.842 42.266 0.864 1.003 23.764 20.078 -117.926 0.902 
11.785 42.271 0.822 1.007 21.696 19.716 -4.849 3.774 
11.8 42.278 0.833 1.014 22.609 20.442 -49.428 2.931 
11.844 42.279 0.866 1.016 26.734 20.834 -501.724 3.318 
11.8 42.289 0.832 1.025 25.699 20.732 -94.279 3.859 
11.819 42.293 0.847 1.029 25.02 20.245 -179.438 7.668 
11.853 42.298 0.872 1.034 24.143 19.978 -71.78 4.042 
11.842 42.298 0.864 1.035 24.149 19.45 -89.421 3.391 
11.839 42.306 0.861 1.042 25.287 20.912 -112.617 13.319 
11.836 42.309 0.86 1.046 23.369 20.209 -53.594 5.259 
11.843 42.312 0.864 1.048 28.182 21.502 -115.259 7.328 
11.594 42.164 0.679 0.898 23.398 20.522 -54.725 6.698 
11.708 41.928 0.766 0.663 23.704 20.248 -52.356 5.729 
11.693 41.935 0.755 0.67 26.994 20.747 -231.359 4.623 
11.687 41.938 0.75 0.673 22.723 20.084 -114.298 2.242 
11.727 41.948 0.78 0.683 25.699 20.365 -34.8 3.742 
11.717 41.952 0.773 0.687 23.893 20.077 -70.579 4.332 
11.634 41.972 0.71 0.706 24.614 20.391 -225.462 4.241 
11.692 41.976 0.754 0.711 25.805 19.995 -120.19 3.317 
11.657 41.981 0.727 0.716 26.239 20.549 -2.925 4.64 
11.616 41.999 0.696 0.734 24.68 20.25 -61.014 2.736 
11.613 42.002 0.694 0.737 21.96 19.528 -54.689 1.262 
11.596 42.008 0.681 0.743 25.864 20.672 71.679 6.2 
11.589 42.009 0.677 0.743 22.274 19.609 -68.688 3.081 
11.593 42.01 0.68 0.744 24.776 20.788 1.219 6.451 
11.587 42.014 0.675 0.749 23.193 20.467 -552.254 2.944 
11.599 42.028 0.684 0.762 20.583 17.153 -76.653 0.426 
11.586 42.031 0.674 0.765 24.113 20.17 -149.439 3.531 
11.554 42.042 0.65 0.776 23.944 19.962 -77.329 2.546 
11.566 42.042 0.659 0.777 23.514 20.091 3.321 2.208 
11.601 42.043 0.686 0.777 24.233 20.493 -63.463 10.741 
11.556 42.063 0.651 0.797 23.654 20.567 -34.511 3.248 
11.598 42.074 0.683 0.808 26.092 20.908 -72.379 4.962 
11.531 42.074 0.633 0.807 25.975 19.968 -110.035 7.906 
11.583 42.074 0.671 0.808 24.141 19.738 -28.658 0.631 
11.591 42.074 0.677 0.809 21.945 17.633 10.193 0.632 
11.576 42.088 0.667 0.822 24.796 20.58 -107.213 4.064 
11.584 42.09 0.673 0.825 24.638 20.245 -36.286 4.178 
11.58 42.098 0.669 0.832 26.174 20.777 12.068 4.022 
11.533 42.102 0.634 0.836 23.249 19.366 -114.839 0.409 
11.533 42.104 0.634 0.837 25.451 20.951 -108.174 6.554 
11.532 42.104 0.633 0.838 24.521 19.845 -27.708 -299800.0 
11.494 42.107 0.605 0.841 24.417 19.938 -25.559 0.693 
11.541 42.111 0.64 0.845 26.445 20.251 -49.577 9.136 
11.511 42.114 0.618 0.847 23.7 19.739 -19.084 0.64 
11.511 42.115 0.618 0.849 25.691 20.809 -93.117 6.45 
11.474 42.116 0.59 0.849 24.596 20.228 -221.825 3.842 
11.565 42.116 0.658 0.85 24.678 20.104 -90.364 5.1 
11.56 42.118 0.654 0.852 23.766 19.541 -175.031 4.114 
11.503 42.123 0.612 0.857 24.928 20.124 -40.457 4.218 
11.464 42.126 0.582 0.86 24.677 19.655 -71.76 4.932 
11.511 42.127 0.618 0.86 24.54 20.264 -2.321 4.375 
11.563 42.137 0.656 0.871 24.653 19.994 110.976 12.225 
11.524 42.14 0.627 0.874 22.235 19.105 -35.356 0.478 
11.542 42.142 0.64 0.876 25.381 19.976 13.97 3.442 
11.542 42.148 0.64 0.882 23.172 19.673 -31.007 0.592 
11.492 42.145 0.603 0.878 24.85 19.988 -60.834 1.516 
